accuracy,precision,recall,f1,distribution,degenerate,train_time_ms,inf_time_ms,train_dataset,test_dataset
0.623642943305187,0.11073825503355705,0.4125,0.1746031746031746,"{'0': 531, '1': 298}",False,569.3938732147217,7.889747619628906,SKAB,BATADAL
0.6314152410575428,0.22685185185185186,0.0317975340687865,0.055776892430278883,"{'0': 4285, '1': 216}",False,390.37275314331055,20.416975021362305,BATADAL,SKAB
